Marca,Modelo,Precio_usd
Renault,Captur,19405.008183858394
Citroën,C4 Cactus,16873.934832863677
Ford,Ecosport,7593.270674788654
Nissan,Kicks,26154.5989909387
Peugeot,2008,29866.864654168705
Nissan,Kicks,28263.840845046656
Volkswagen,Taos,35857.11151983531
Ford,Bronco Sport,40497.44359887282
Renault,Duster,14342.844607934125
Volkswagen,Taos,33326.02129490576
BMW,X6,60000.0
Toyota,SW4,27500.0
Peugeot,2008,27841.992474225066
Toyota,SW4,69000.0
Kia,Seltos,39000.0
Nissan,Kicks,20923.67919275096
Citroën,C4 Cactus,17886.370922835496
Renault,Duster,23032.92104685892
Daihatsu,Terios,8200.0
Chevrolet,Tracker,18983.176686971634
Renault,Duster Oroch,20248.72179943641
Jeep,Compass,25000.0
Peugeot,2008,13499.147866290941
Volkswagen,T-Cross,24467.20550765233
Ford,Ecosport,18983.176686971634
Honda,HR-V,25900.0
Chevrolet,Tracker,21936.115282722778
Ford,Territory,38000.0
Volkswagen,Taos,31638.627811619393
Jeep,Compass,39653.746857229635
Suzuki,Grand Vitara,12233.602753826164
Renault,Koleos,11900.0
Chevrolet,Tracker,27590.570845215396
Volkswagen,Taos,28000.0
Citroën,C4 Cactus,19320.65538362891
Jeep,Compass,23500.0
Mercedes-Benz,Clase GLC,52000.0
Ford,Territory,27499.0
BMW,X3,35000.0
Ford,Ecosport,11811.754383004572
Chevrolet,Tracker,16500.0
Land Rover,Range Rover Sport,119000.0
Hyundai,Tucson,27420.144103403472
Ford,Territory,29000.0
Ford,Bronco Sport,42119.53495435601
Ford,Ecosport,15608.3897203989
Chevrolet,Tracker,22518.266034456574
Volkswagen,T-Cross,26998.295732581882
Volkswagen,T-Cross,33747.025968985705
Jeep,Renegade,21767.375934394142
Renault,Captur,19151.916035300274
Nissan,Kicks,25732.750620117105
Volkswagen,Taos,33663.49999156303
Volkswagen,Nivus,22020.484956887096
Volkswagen,Taos,35857.11151983531
Nissan,X-Terra,13000.0
Toyota,Hilux SW4,38000.0
Ford,Ecosport,15500.0
Citroën,C3 Aircross,26829.556384253243
Renault,Duster,15186.541349577308
Toyota,RAV4,17211.41352952095
Ford,Kuga,11400.0
Jeep,Renegade,31132.409766633482
Jeep,Cherokee,16500.0
Ford,Ecosport,5905.792821828122
BMW,X1,13000.0
Renault,Captur,19000.0
Peugeot,2008,6982.434233838989
Ford,Ecosport,19000.0
Ford,Ecosport,8015.119045610246
Volkswagen,T-Cross,26576.362992086124
Jeep,Renegade,26154.5989909387
BMW,X5,40000.0
JAC,S2,18814.437338642998
Renault,Duster,10714.948618868433
Jeep,Compass,38388.20174476486
Jeep,Compass,9280.664158075022
BMW,X6,75900.0
Toyota,Corolla Cross,38500.0
Nissan,Kicks,27900.0
Toyota,Corolla Cross,39653.746857229635
Jeep,Renegade,30288.7130249903
D·S,DS7 Crossback,41000.0
Hyundai,Tucson,11389.90601218298
Ford,Ecosport,18900.0
Chevrolet,Tracker,29951.234328333023
BMW,X1,42184.83708215919
Nissan,Kicks,26900.0
Jeep,Renegade,35426.82618159729
Nissan,X-Trail,9700.0
Chevrolet,Tracker,21936.114439026038
Renault,Duster,7762.010023117291
Volkswagen,T-Cross,30372.99832948045
BMW,X3,65000.0
Citroën,C4 Cactus,17990.0
Nissan,X-Trail,13499.147866290941
Toyota,Land Cruiser,23500.0
Ford,Ecosport,16789.56515869936
Chevrolet,Tracker,21936.115282722778
Hyundai,Santa Fe,28900.0
Renault,Duster,15123.264093954069
Peugeot,2008,16789.56515869936
Ford,Ecosport,11900.0
Renault,Duster,12064.863405497528
Kia,Sorento,38900.0
Toyota,Corolla Cross,41900.0
Volkswagen,T-Cross,23623.508766009145
Chevrolet,Tracker,26534.262524678128
Volkswagen,T-Cross,26323.338339267335
Ford,Ecosport,17900.0
Renault,Duster,9702.512528896614
Peugeot,2008,15017.80200124867
Renault,Duster,11389.90601218298
Ford,Ecosport,19826.873428614817
Toyota,Corolla Cross,35000.0
BMW,X1,33900.0
Chery,Tiggo 8 Pro,32566.694227426895
Jeep,Commander,54581.27330712249
Peugeot,2008,17633.261900342543
Nissan,Kicks,17717.63157450686
Renault,Koleos,10500.0
Ford,Ecosport,16500.0
Volkswagen,T-Cross,28432.580193375292
Ford,Ecosport,16452.086462042083
Chevrolet,Tracker,24382.83583348801
Ford,Territory,39274.0833234902
Ford,Ecosport,13500.0
Peugeot,2008,15186.541349577308
Ford,Ecosport,20417.461147765047
Peugeot,2008,32819.80324991985
Kia,Soul,11811.754383004572
Ford,Territory,34169.71803654894
Ford,Ecosport,8858.81578725343
Chevrolet,Tracker,24889.053878473922
Nissan,Kicks,26576.362992086124
Nissan,X-Terra,9000.0
Ford,Ecosport,13920.996237112533
Ford,Ecosport,9500.0
Chevrolet,Tracker,22357.96365354437
Chevrolet,Tracker,13414.778192126621
Honda,CR-V,22695.442350201643
Mercedes-Benz,Clase GLA,23500.0
Volkswagen,Nivus,21767.375934394142
Jeep,Compass,39071.59610549584
Ford,Ecosport,13499.147866290941
Chevrolet,Tracker,28000.0
Hyundai,Tucson,14342.844607934125
Volkswagen,T-Cross,21514.266911901188
Chevrolet,Tracker,13500.0
Jeep,Commander,42100.46740799487
Honda,CR-V,19500.0
Honda,CR-V,12000.0
Citroën,C3 Aircross,23159.475558105394
Renault,Duster,9500.0
Fiat,Pulse,24298.466159323692
Renault,Koleos,12233.602753826164
Renault,Duster,13900.0
Toyota,Land Cruiser,26000.0
Ford,Ecosport,15439.650372070264
Volvo,XC60,72000.0
Renault,Captur,16300.0
Chevrolet,Tracker,15356.208764321753
Ford,Bronco Sport,45000.0
Toyota,RAV4,26154.5989909387
Renault,Duster,27443.754956718356
Hyundai,Tucson,11000.0
Peugeot,2008,13330.408517962303
Ford,Ecosport,5905.877191502286
Jeep,Compass,14500.0
Renault,Duster,15439.650372070264
Ford,Ecosport,20900.0
Volkswagen,Taos,36600.0
Fiat,Pulse,18983.176686971634
BMW,X1,41155.527057354506
Jetour,X70,32566.694227426895
Volkswagen,T-Cross,25142.162900966876
Ford,Ecosport,12655.451124647756
Renault,Duster,12900.0
Kia,Soul,13667.887214619577
Jeep,Renegade,31461.451495874324
Renault,Duster,10968.057641361389
Jeep,Cherokee,10000.0
Toyota,Corolla Cross,38000.0
Nissan,Kicks,28263.840845046656
Ford,Territory,31216.7794407978
Ford,Territory,26500.0
Audi,Q5,53000.0
Chery,Tiggo,10124.360899718205
BMW,X1,20000.0
Toyota,Hilux SW4,68339.43607309788
Jeep,Renegade,25226.532575131194
Peugeot,2008,18600.0
BMW,X1,84000.0
Jeep,Commander,43872.230565445556
Toyota,Hilux SW4,38810.050115586455
Jeep,Compass,23454.76941768051
Chevrolet,Tracker,11794.880448171709
Jeep,Patriot,13700.0
Ford,Ecosport,14258.474933769807
Mercedes-Benz,Clase GLE,120000.0
Chery,Tiggo 4 Pro,29800.0
Citroën,C4 Cactus,15608.3897203989
Peugeot,2008,29866.864654168705
Toyota,Corolla Cross,28685.68921586825
BAIC,X55,38900.0
Jeep,Compass,23800.0
Jeep,Compass,31216.77859710106
Hyundai,Tucson,28000.0
Toyota,Hilux SW4,45000.0
BMW,X1,25800.0
Chery,Tiggo 3,14258.474933769807
Ford,Ecosport,9618.142854732296
Chevrolet,Tracker,13499.147866290941
Ford,Ecosport,17633.261900342543
Honda,HR-V,22000.0
Jeep,Grand Cherokee,13920.996237112533
Ford,Ecosport,12571.081450483438
Toyota,Corolla Cross,31000.0
Ford,Ecosport,13077.29949546935
Jeep,Compass,31208.342473381366
Chery,Tiggo,6749.573933145471
Mercedes-Benz,Clase GLC,60000.0
Mercedes-Benz,Clase GLC,56900.0
Ford,Ecosport,21700.0
Isuzu,Trooper,13000.0
Chevrolet,Tracker,22526.703001873007
BAIC,X55,41990.0
Honda,HR-V,18200.0
Peugeot,2008,35857.11151983531
Jeep,Compass,38810.050115586455
Renault,Koleos,9900.0
Jeep,Commander,55737.80436359955
Renault,Duster,15000.0
BAIC,X55,44900.0
Chevrolet,Tracker,13920.996237112533
Chevrolet,Tracker,15102.17167541299
Chevrolet,Tracker,15608.3897203989
Chery,Tiggo 3,15178.020012486711
Ford,Ecosport,12655.451124647756
Fiat,Pulse,25310.902249295512
Honda,HR-V,21000.0
Nissan,Kicks,25732.66625044294
Renault,Duster,12233.601910129422
Chery,Tiggo,10883.687967197071
Nissan,Kicks,19999.0
Jeep,Compass,37038.286958135766
Jeep,Renegade,22990.73620977676
BMW,X6,55000.0
Jeep,Compass,31000.0
Jeep,Compass,26500.0
Chery,Tiggo,6749.573933145471
Chery,Tiggo,9500.0
Citroën,C4 Cactus,16500.0
Peugeot,2008,18055.110271164132
Volkswagen,Nivus,24678.129693063125
Chevrolet,Tracker,26576.44736176029
Volkswagen,Nivus,21900.0
Honda,HR-V,25500.0
Nissan,Kicks,29014.73094510909
Honda,CR-V,22000.0
Renault,Duster,17717.63157450686
Toyota,Corolla Cross,24382.83583348801
Hyundai,Creta,26900.0
Nissan,Kicks,13161.669169633667
Haval,H6,40197.087558847845
Ford,Ecosport,16452.086462042083
Volkswagen,T-Cross,30668.37655872973
Jeep,Renegade,22349.526686127938
Renault,Duster,15114.827126537637
Chevrolet,Tracker,27268.197695020503
Volkswagen,Tiguan,20248.72179943641
Chevrolet,Trailblazer,37966.35337394327
Ford,Ecosport,9500.0
Ford,Ecosport,11389.90601218298
Toyota,Corolla Cross,34500.0
Peugeot,2008,27335.774429239154
Kia,Seltos,24889.053878473922
Chevrolet,Tracker,22357.96365354437
Jeep,Compass,44715.92730708874
Audi,Q5,22000.0
Dodge,Journey,13500.0
Audi,Q5,21008.048866915276
Mercedes-Benz,Clase GLA,32500.0
Renault,Koleos,39569.37718306532
BAIC,X35,28100.0
Jeep,Compass,32305.148237517507
Mercedes-Benz,Clase GLC,50500.0
Ford,Ecosport,21500.0
Renault,Duster,15608.3897203989
BMW,X1,34800.0
Chevrolet,Tracker,13000.0
Chevrolet,Tracker,25649.140273020264
Kia,Sportage,20000.0
Chevrolet,Tracker,15186.541349577308
Audi,Q5,55000.0
Nissan,Kicks,18561.328316150044
Mercedes-Benz,Clase GLE,90000.0
Citroën,C4 Cactus,17900.0
Suzuki,Grand Vitara,14000.0
Volkswagen,Tiguan,25000.0
Dodge,Journey,18561.328316150044
Volkswagen,Nivus,24045.361355314446
Jeep,Wrangler,135000.0
Renault,Duster,13077.29949546935
Ford,Territory,43900.0
Jeep,Grand Cherokee,105000.0
Chevrolet,Trailblazer,32157.501307729948
Volkswagen,T-Cross,28800.0
Dodge,Journey,22000.0
Ford,Bronco Sport,39000.0
Hyundai,Tucson,13700.0
Kia,Soul,19000.0
Toyota,Hilux SW4,25000.0
Ford,Ecosport,13499.147866290941
Chevrolet,Trailblazer,51212.39221774125
Peugeot,2008,19236.28570946459
BMW,X1,50000.0
Ford,Ecosport,21050.233703997434
Peugeot,2008,35350.8934748494
Peugeot,2008,28432.580193375292
Jeep,Grand Cherokee,14000.0
Chevrolet,Tracker,12233.602753826164
Jeep,Renegade,31208.342473381366
Citroën,C3 Aircross,25099.97806388472
Chevrolet,Trailblazer,34591.566407370534
Peugeot,3008,46403.32079037511
Volkswagen,Tiguan,16000.0
Peugeot,2008,17295.783203685267
Toyota,Land Cruiser,37500.0
Chevrolet,Trailblazer,29951.234328333023
Peugeot,2008,28306.025682128817
Volkswagen,Tiguan,18500.0
Ford,Ecosport,9272.22719065859
Renault,Duster,12800.0
Dodge,Journey,12700.0
Toyota,Hilux SW4,37500.0
Nissan,Kicks,28592.882574287498
Ford,Ecosport,16700.0
Renault,Koleos,10900.0
Chevrolet,Equinox,42000.0
Toyota,SW4,32000.0
Toyota,Corolla Cross,35650.0
Honda,CR-V,23000.0
Vol,T-Cross,22000.0
Nissan,Kicks,28685.68921586825
Audi,Q2,29900.0
Volkswagen,T-Cross,24382.83583348801
Nissan,Kicks,20839.30951858664
Chevrolet,Tracker,16789.56515869936
Jeep,Renegade,17500.0
Chevrolet,Tracker,16789.56515869936
Toyota,RAV4,13500.0
Citroën,C3 Aircross,27091.10237416263
Ford,Ecosport,14500.0
Ford,Ecosport,21000.0
SsangYong,Actyon,7500.0
Toyota,Hilux SW4,35900.0
Jeep,Grand Cherokee,28500.0
Renault,Captur,24000.0
Volkswagen,Nivus,24551.575181816646
Renault,Duster,15692.759394563218
Peugeot,2008,28095.10149671802
Audi,Q7,151900.0
Jeep,Compass,40000.0
Jeep,Renegade,19400.0
Nissan,Kicks,21514.266911901188
Toyota,Corolla Cross,41000.0
BMW,X6,38900.0
Jeep,Wrangler,120000.0
Suzuki,Grand Vitara,9500.0
Jeep,Wrangler,42900.0
Peugeot,2008,31891.736834112347
Audi,Q5,60000.0
Ford,Ecosport,12655.451124647756
Toyota,RAV4,19405.025057793227
Chevrolet,Tracker,24382.83583348801
Peugeot,2008,29951.234328333023
Kia,Soul,10899.0
Ford,Territory,43000.0
Ford,Ecosport,18983.176686971634
Jeep,Compass,38388.20174476486
Chevrolet,Tracker,27268.205288291178
Toyota,Corolla Cross,39500.0
Peugeot,2008,18392.588967821408
Volkswagen,Nivus,22500.0
BAIC,X55,41459.25788434605
Volkswagen,Taos,35435.26314901372
Subaru,Outback,14000.0
Mercedes-Benz,Clase GLA,30900.0
Chevrolet,Tracker,17717.63157450686
Renault,Duster,23032.92104685892
Renault,Duster,19320.65538362891
Volkswagen,T-Cross,20164.352125272093
Volkswagen,T-Cross,26998.295732581882
Chevrolet,Tracker,16500.0
Citroën,C4 Cactus,14342.844607934125
Chevrolet,Trailblazer,38810.050115586455
BAIC,X35,27500.0
Volkswagen,T-Cross,26213.65776285372
Peugeot,2008,13499.147866290941
Mercedes-Benz,Clase GLA,56500.0
Nissan,Kicks,22779.81202436596
Audi,Q5,45800.0
Toyota,Hilux SW4,26400.0
Ford,Ecosport,9280.664158075022
Chevrolet,Tracker,26154.5989909387
Toyota,Corolla Cross,32060.476182440983
Ford,Ecosport,15102.17167541299
Toyota,Hilux SW4,62000.0
Renault,Duster,13920.996237112533
Chevrolet,Tracker,28854.427720500145
Audi,Q5,22500.0
Toyota,Hilux SW4,53152.89472352058
Jeep,Renegade,23623.508766009145
Renault,Duster Oroch,18561.328316150044
Kia,Sorento,16500.0
BAIC,X55,26500.0
Chevrolet,Tracker,13500.0
Kia,Sportage,33000.0
Volkswagen,Nivus,29107.53758668984
Renault,Duster,11643.015034675936
Jeep,Compass,24458.684170561733
Ford,Ecosport,7171.422303967062
Toyota,Corolla Cross,35857.11151983531
Jeep,Renegade,17800.0
BMW,X6,47000.0
Chevrolet,Tracker,18500.0
Ford,Territory,46000.0
Peugeot,2008,7680.930766245381
Hyundai,Tucson,22000.0
Jeep,Renegade,31950.79560602737
Ford,Ecosport,16789.56515869936
Mercedes-Benz,Clase GLC,62000.0
Chery,Tiggo 2,16356.748730236404
Chery,Tiggo 4 Pro,23000.0
Kia,Soul,18900.0
Chevrolet,Tracker,24045.35713683074
Renault,Duster,28200.56358942342
Peugeot,2008,13414.778192126621
Volkswagen,Taos,32482.324553262577
Audi,Q5,15186.541349577308
Volkswagen,Tiguan,13499.147866290941
Renault,Duster,18561.328316150044
Chevrolet,Tracker,26913.92605841756
Ford,Territory,39317.111857314005
Volkswagen,Taos,30000.0
Chevrolet,Tracker,16873.934832863677
Chevrolet,Tracker,25732.725309214857
Peugeot,2008,16000.0
Ford,Ecosport,15186.541349577308
Chery,Tiggo 3,12655.451124647756
Renault,Duster,26625.381772775592
Citroën,C4 Cactus,16789.56515869936
Renault,Captur,17717.63157450686
Volkswagen,Nivus,30288.7130249903
Chevrolet,Tracker,17500.0
Ford,Ecosport,13800.0
Dodge,Journey,11500.0
Audi,Q3,20000.0
Ford,Kuga,23623.508766009145
Renault,Duster,21755.479810336972
BMW,X1,29529.385957511433
Jeep,Renegade,16452.086462042083
Mercedes-Benz,Clase GLE,160000.0
Kia,Sportage,21008.048866915276
Toyota,SW4,42500.0
Jeep,Wrangler,68000.0
Volkswagen,Taos,37620.43770986956
Renault,Duster Oroch,15186.541349577308
Volkswagen,Tiguan,25000.0
Ford,Ecosport,15608.388876702158
Mercedes-Benz,Clase GLE,76000.0
Audi,Q3,74000.0
Toyota,Corolla Cross,35000.0
Volkswagen,Nivus,29529.301587837268
Renault,Captur,5300.0
Chevrolet,Tracker,23370.315373842026
BMW,X3,30000.0
Renault,Duster,16789.56515869936
Renault,Duster,8858.81578725343
Toyota,SW4,23500.0
Jeep,Commander,38810.050115586455
Ford,Ecosport,11052.427315525707
Chevrolet,Tracker,26492.07684389923
Renault,Duster,15800.0
Volkswagen,Taos,37502.32016603952
Jeep,Renegade,19826.873428614817
Ford,Ecosport,15608.3897203989
Ford,Ecosport,7593.270674788654
Jeep,Renegade,31332.197155054586
Jeep,Compass,30000.0
Chery,Tiggo 3,14258.474933769807
BAIC,X35,28200.0
Toyota,Corolla Cross,36500.0
Fiat,Pulse,10124.360899718205
Jeep,Grand Cherokee,27900.0
Ford,Ecosport,16873.934832863677
Land Rover,Range Rover Sport,124900.0
Jeep,Commander,43787.86089128124
Nissan,Kicks,21176.788215243912
Ford,Territory,29500.0
Citroën,C4 Cactus,15600.0
Nissan,X-Terra,16500.0
Chery,Tiggo,11727.384708840254
Ford,Ecosport,15439.650372070264
BMW,X1,77900.0
Volkswagen,Tiguan,35500.0
Hyundai,Tucson,15000.0
Renault,Duster,10500.0
Ford,Ecosport,13499.147866290941
Nissan,X-Terra,11500.0
Jeep,Compass,38040.59868720787
Renault,Duster,11727.384708840254
Citroën,C3 Aircross,22611.072676037325
Renault,Duster,9449.403506403658
Peugeot,2008,15608.3897203989
Ford,Ecosport,15861.498742891856
Ford,Ecosport,16873.933989166933
Hyundai,Tucson,14000.0
Renault,Duster,17581.716247911852
Chevrolet,Tracker,17200.0
Toyota,RAV4,32651.063901591213
Chery,Tiggo 3,13414.778192126621
Nissan,Pathfinder,8015.119045610246
Toyota,Corolla Cross,40900.0
Fiat,500X,21000.0
BMW,X5,49500.0
Citroën,C3 Aircross,25226.532575131194
Volkswagen,T-Cross,26989.85876516545
Jeep,Renegade,41341.140340516
Ford,Ecosport,16705.195484535037
Fiat,Pulse,26787.371547171086
Chevrolet,Tracker,22779.81202436596
Jeep,Renegade,19500.0
Peugeot,2008,34591.566407370534
Honda,HR-V,20670.570170258
Ford,Ecosport,14764.692978755716
Dodge,Journey,25000.0
Chery,Tiggo 2,10968.057641361389
Citroën,C3 Aircross,27841.992474225066
Honda,HR-V,16789.56515869936
Honda,CR-V,38000.0
Volkswagen,Nivus,23539.139091844827
Hyundai,Tucson,9500.0
Peugeot,2008,18983.176686971634
Kia,Sorento,31000.0
Renault,Duster,10968.057641361389
Dodge,Journey,9990.0
Chevrolet,Tracker,23000.0
Fiat,Pulse,24973.42355263824
Citroën,C4 Cactus,22442.33332770869
Ford,Ecosport,16500.0
Volkswagen,T-Cross,22357.96365354437
Jeep,Renegade,19320.65538362891
Volkswagen,Taos,35435.26314901372
Fiat,Pulse,14764.692978755716
Peugeot,2008,28010.731822553702
Hyundai,Tucson,30900.0
Jeep,Renegade,38388.20174476486
Volkswagen,T-Cross,18392.588967821408
BMW,X1,28900.0
Fiat,Pulse,25310.902249295512
Toyota,Corolla Cross,43872.230565445556
Audi,Q3,46500.0
Renault,Koleos,12655.451124647756
Peugeot,2008,26229.031604879943
Renault,Duster,18800.0
Toyota,RAV4,29529.385957511433
Ford,Territory,30288.7130249903
Nissan,Kicks,21000.0
Jeep,Grand Cherokee,21500.0
Ford,Ecosport,12992.92982130503
Nissan,Pathfinder,9000.0
Renault,Captur,19405.025057793227
Jeep,Compass,32904.17208038743
Toyota,Corolla Cross,32482.324553262577
Volkswagen,T-Cross,28854.428564196885
Hyundai,Tucson,15608.3897203989
Nissan,Kicks,18552.89134873361
Nissan,Kicks,19236.28570946459
Renault,Duster,18645.697990314362
Volkswagen,Nivus,22779.81202436596
BMW,X1,15900.0
Nissan,Kicks,20500.0
Ford,Ecosport,11811.754383004572
Fiat,Pulse,28516.949867539613
Chevrolet,Tracker,18983.176686971634
Ford,Ecosport,13414.778192126621
Hyundai,Tucson,13800.0
Renault,Duster,10968.057641361389
Citroën,C4 Cactus,24268.093076624536
Chevrolet,Tracker,23623.5686684778
Volkswagen,Taos,40075.59522805123
Peugeot,2008,17548.893069874965
Ford,Ecosport,9900.0
Jeep,Grand Cherokee,48934.41101530466
Jeep,Renegade,23399.0
Audi,Q3,45500.0
Renault,Duster,17295.783203685267
Volkswagen,Taos,39569.37718306532
Volkswagen,T-Cross,24678.129693063125
SsangYong,Actyon,14000.0
BMW,X6,69000.0
Chevrolet,Tracker,23623.508766009145
Peugeot,2008,35857.11151983531
BAIC,X35,26900.0
Nissan,Kicks,23539.139091844827
Toyota,Hilux SW4,28000.0
Jeep,Renegade,23623.507922312405
Hyundai,Tucson,57990.0
Chevrolet,Tracker,28010.731822553702
Chevrolet,Tracker,13667.887214619577
Volkswagen,T-Cross,22357.96365354437
Chevrolet,Tracker,10883.687967197071
Ford,Ecosport,15186.541349577308
Jeep,Commander,45559.62404873192
Ford,Bronco Sport,48090.71427366148
Jeep,Compass,38388.2025884616
BAIC,X35,27500.0
Volkswagen,T-Cross,22695.442350201643
Chevrolet,Tracker,22358.048023218533
Jeep,Wrangler,38000.0
Renault,Captur,17709.194607090427
Mitsubishi,Montero,6000.0
Chevrolet,Tracker,22484.518164790847
Audi,Q8,190000.0
Volkswagen,Nivus,28078.227561885156
Toyota,SW4,56451.748983345424
BMW,X5,18500.0
Peugeot,2008,12900.0
Renault,Duster,10968.057641361389
Peugeot,2008,18730.06766447868
Jeep,Compass,31132.409766633482
Volkswagen,Nivus,31680.81264870155
Chevrolet,Tracker,22357.96365354437
Jeep,Compass,34200.0
Ford,Territory,32000.0
Toyota,SW4,63277.25562323879
Renault,Duster,10600.0
Jeep,Wrangler,33500.0
Hyundai,Creta,36000.0
Fiat,Pulse,30049.103150363633
Volkswagen,Nivus,28221.6560079645
Ford,Ecosport,14764.692978755716
Ford,Ecosport,16873.934832863677
Chevrolet,Trailblazer,52866.88152810354
Mercedes-Benz,Clase GLE,140000.0
Peugeot,2008,32841.23314715759
Hyundai,Creta,35000.0
Volkswagen,Taos,37460.13532895736
Renault,Duster,16452.086462042083
Jeep,Compass,35500.0
Peugeot,2008,35435.26314901372
Ford,Ecosport,9702.512528896614
Toyota,RAV4,12655.451124647756
Volkswagen,Tiguan,28263.840845046656
Ford,Territory,37966.35337394327
Jeep,Compass,37966.35337394327
Chevrolet,Tracker,13499.147866290941
Chery,Tiggo 5,16030.238091220492
Volkswagen,T-Cross,22104.854631051414
Jeep,Commander,54900.0
Renault,Duster,15000.0
Hyundai,Tucson,9449.403506403658
Fiat,Pulse,20248.72179943641
Jeep,Compass,40075.59522805123
BAIC,X35,27500.0
Volkswagen,Taos,28900.0
Hyundai,Santa Fe,21000.0
Nissan,Kicks,18983.176686971634
Volkswagen,Nivus,28685.68921586825
Audi,Q7,17000.0
Chevrolet,Tracker,22357.96365354437
Nissan,X-Terra,12000.0
Renault,Duster,15186.541349577308
Toyota,Hilux SW4,35435.26314901372
BMW,X3,82900.0
Citroën,C4 Cactus,18800.0
Audi,Q7,23500.0
Peugeot,2008,29866.864654168705
Kia,Sportage,23623.508766009145
Peugeot,2008,14342.843764237383
BMW,X3,45000.0
Ford,Ecosport,14764.692978755716
Jeep,Renegade,24045.35713683074
Chery,Tiggo,13700.0
Jeep,Renegade,29209.624892428666
Ford,Territory,40413.0739247085
Toyota,Hilux SW4,23900.0
Renault,Duster,18500.0
Citroën,C4 Cactus,18139.47994532845
Chevrolet,Tracker,15186.541349577308
Volkswagen,T-Cross,24800.0
Volkswagen,T-Cross,23623.508766009145
Toyota,Hilux SW4,36500.0
Kia,Soul,13667.887214619577
Toyota,Hilux SW4,68930.02379224812
Peugeot,2008,16873.934832863677
Volvo,XC60,39900.0
Peugeot,2008,18139.47994532845
Renault,Duster,13800.0
Honda,HR-V,24500.0
Hyundai,Tucson,7800.0
Citroën,C4 Cactus,16000.0
Nissan,Kicks,31963.45105715202
Volkswagen,Tiguan Allspace,49356.25854242951
Chevrolet,Tracker,14500.0
Fiat,Pulse,20670.570170258
Peugeot,2008,31976.106508276665
Peugeot,2008,15499.0
Peugeot,2008,12647.014157231324
Jeep,Renegade,25293.18630511449
Renault,Duster,13414.778192126621
Jeep,Renegade,31950.79560602737
Peugeot,2008,16030.238091220492
Renault,Duster,10000.0
Jeep,Renegade,24298.466159323692
Renault,Duster,14342.844607934125
Peugeot,2008,15186.541349577308
Volkswagen,Nivus,23539.139091844827
Volkswagen,Tiguan Allspace,34000.0
Chevrolet,Tracker,15017.80200124867
Renault,Duster,9702.512528896614
Chevrolet,Tracker,21500.0
Chevrolet,Tracker,23722.221284781397
Toyota,Hilux SW4,35350.8934748494
Toyota,Hilux SW4,45559.62404873192
Nissan,Kicks,17200.0
Jeep,Grand Cherokee,13000.0
Fiat,Pulse,26154.5989909387
Ford,Ecosport,7000.0
Renault,Duster,27673.253125896426
Citroën,C4 Cactus,16014.123483455107
Citroën,C4 Cactus,17295.783203685267
Jeep,Compass,23499.0
Jeep,Renegade,24889.053878473922
Audi,Q3,52000.0
Ford,Ecosport,15499.0
Hyundai,Tucson,13800.0
Chevrolet,Tracker,14005.365911276851
Mercedes-Benz,ML,31000.0
Renault,Duster,10546.209270539797
Nissan,Kicks,18561.328316150044
Citroën,C3 Aircross,25732.750620117105
Renault,Koleos,13710.072051701736
Citroën,C3 Aircross,20894.149806793448
Honda,Pilot,69000.0
Volkswagen,Tiguan Allspace,49356.25938612625
Ford,Ecosport,21000.0
Ford,Ecosport,18476.958641985726
Nissan,Kicks,18139.47994532845
Chery,Tiggo 2,11000.0
Citroën,C4 Cactus,13980.0
Jeep,Compass,37957.91640652684
Volkswagen,Tiguan,20000.0
BAIC,X55,37900.0
Ford,Ecosport,16000.0
Toyota,Hilux SW4,39569.37718306532
Ford,Ecosport,10968.057641361389
Citroën,C4 Cactus,16873.934832863677
Volkswagen,Taos,37417.9504918752
Chevrolet,Spin,14342.844607934125
Fiat,Pulse,27420.144103403472
Peugeot,2008,21936.115282722778
Toyota,Corolla Cross,45000.0
Jeep,Renegade,41966.31962607361
Volkswagen,Nivus,29520.948990095
Peugeot,2008,29866.864654168705
Mercedes-Benz,Clase GLA,32000.0
BMW,X1,39900.0
Renault,Captur,15102.17167541299
Audi,Q5,31900.0
Jeep,Renegade,21008.048866915276
Volkswagen,T-Cross,27082.6654067462
Peugeot,2008,30162.15851374382
Dodge,Journey,13447.682365050707
Ford,Kuga,33000.0
BAIC,X55,45700.0
BMW,X1,35900.0
Hyundai,Galloper,7900.0
Volkswagen,Nivus,21851.74560855846
Volkswagen,Tiguan,20248.72179943641
Mercedes-Benz,Clase GLA,32900.0
Chevrolet,Tracker,21767.375934394142
Chevrolet,Trailblazer,52493.96756829725
Renault,Captur,16705.195484535037
Peugeot,2008,16705.195484535037
Renault,Captur,14764.692978755716
Chevrolet,Tracker,29487.201120429272
Peugeot,2008,15186.541349577308
Peugeot,2008,13499.147866290941
Jeep,Wrangler,48900.0
Chevrolet,Tracker,21936.115282722778
Volkswagen,T-Cross,33326.02129490576
Fiat,Pulse,21598.636586065506
Fiat,Pulse,32500.0
Volkswagen,Nivus,24467.20550765233
BAIC,X55,38900.0
Ford,Kuga,24045.35713683074
Toyota,Corolla Cross,32800.0
Kia,Sportage,7000.0
BMW,X1,32900.0
Toyota,4Runner,10500.0
Hyundai,Tucson,27800.0
Chevrolet,Equinox,31216.7794407978
Peugeot,2008,24635.944855980968
Volkswagen,T-Cross,24467.20550765233
Renault,Duster,12400.0
Chevrolet,Tracker,26622.00698580902
Volkswagen,T-Cross,17000.0
