Marca,Modelo,Precio_usd
Chevrolet,Tracker,22800.0
Chevrolet,Tracker,30176.41698867759
Ford,Ecosport,11727.384708840254
Peugeot,3008,25310.902249295512
Land Rover,Defender,46000.0
Jeep,Compass,24889.053878473922
Renault,Duster,16865.497865447243
BMW,X1,65900.0
Peugeot,3008,16789.56515869936
Renault,Duster,26154.5989909387
Kia,Sorento,14342.844607934125
Chevrolet,Tracker,27841.992474225066
Volkswagen,Tiguan,17717.63157450686
Ford,Territory,36000.0
Chevrolet,Tracker,14258.474933769807
Peugeot,2008,20670.570170258
Peugeot,2008,16452.086462042083
Renault,Koleos,10400.0
Renault,Duster,15945.868417056174
Jeep,Compass,33663.49999156303
Toyota,SW4,63108.516274910144
Honda,HR-V,23000.0
Audi,Q5,36000.0
Hyundai,Creta,18308.219293657086
Ford,Ecosport,12064.863405497528
Kia,Soul,8436.967416431839
Kia,Sorento,16500.0
Nissan,Kicks,19800.0
Renault,Duster,15000.0
Citroën,C4 Cactus,25732.750620117105
Toyota,Corolla Cross,35857.11151983531
Chevrolet,Tracker,10000.0
Nissan,Kicks,21000.0
BMW,X3,54500.0
Hyundai,Tucson,53990.0
Volkswagen,Tiguan Allspace,29000.0
Hyundai,Tucson,26154.5989909387
Peugeot,2008,13920.996237112533
Chevrolet,Trailblazer,32735.43357575553
Renault,Duster,26070.229316774377
Citroën,C3 Aircross,25165.364561362065
Renault,Duster,10546.209270539797
Jeep,Compass,25648.380945952787
Peugeot,2008,19826.873428614817
Toyota,Corolla Cross,36278.9598906569
Chevrolet,Tracker,31132.409766633482
Peugeot,2008,15439.650372070264
Citroën,C4 Cactus,22189.224305215732
Volkswagen,T-Cross,23623.508766009145
Volkswagen,Taos,28432.57934967855
Jeep,Compass,36492.41600998937
Renault,Duster,11389.90601218298
Peugeot,2008,15608.3897203989
Jeep,Commander,49693.73808278352
Renault,Duster,20248.72179943641
Volkswagen,T-Cross,27891.644027470767
Jeep,Compass,38900.0
Jeep,Compass,33663.49999156303
Ford,Territory,26500.0
Toyota,Land Cruiser,19000.0
Toyota,Corolla Cross,30000.0
Ford,Kuga,25500.0
Peugeot,2008,14174.105259605487
Peugeot,3008,30900.0
Toyota,Land Cruiser,46800.0
Citroën,C3 Aircross,27091.10237416263
Volkswagen,Tiguan Allspace,26900.0
Chevrolet,Trailblazer,42184.83708215919
Peugeot,2008,32819.80324991985
Volkswagen,Nivus,25142.162900966876
Ford,Ecosport,10546.209270539797
Chevrolet,Tracker,15102.17167541299
Chevrolet,Tracker,25731.906923375464
Citroën,C4 Cactus,20000.0
BMW,X3,66900.0
Mitsubishi,Outlander,52500.0
Chevrolet,Tracker,23117.290721023237
Honda,HR-V,18561.328316150044
Dodge,Journey,19500.0
Hyundai,Creta,25000.0
Peugeot,3008,30373.082699154616
Ford,Kuga,13499.147866290941
Mercedes-Benz,Clase GLE,158000.0
Peugeot,2008,20248.72179943641
Kia,Soul,16000.0
Jeep,Compass,41000.0
Volkswagen,Nivus,27841.992474225066
Volkswagen,Nivus,26998.295732581882
Dodge,Journey,11000.0
Citroën,C3 Aircross,26913.92605841756
Jeep,Renegade,23623.508766009145
Toyota,Corolla Cross,31976.106508276665
Peugeot,2008,28685.68921586825
Ford,Bronco Sport,33326.02129490576
BMW,X6,180000.0
Nissan,X-Terra,14000.0
Honda,HR-V,18139.47994532845
Citroën,C3 Aircross,27841.992474225066
BMW,X5,19400.0
Fiat,Pulse,10124.360899718205
Dodge,Journey,16000.0
Peugeot,2008,15186.541349577308
Jeep,Wrangler,64000.0
Ford,Ecosport,10799.318293032753
Chevrolet,Tracker,29951.234328333023
Ford,Ecosport,16873.934832863677
Ford,Ecosport,9000.0
Audi,Q2,30000.0
Audi,Q3,20000.0
Ford,Ecosport,19000.0
Ford,Ecosport,8647.891601842633
Volkswagen,Tiguan Allspace,28010.731822553702
Toyota,Corolla Cross,40910.85500227798
Mercedes-Benz,Clase GLA,45890.0
Ford,Ecosport,8000.0
Jeep,Compass,37038.286958135766
Honda,CR-V,22900.0
Honda,HR-V,28500.0
Chevrolet,Tracker,18000.0
Nissan,Kicks,21008.048866915276
Ford,Ecosport,12487.555473060764
Jeep,Renegade,16000.0
Ford,Ecosport,14680.323304591398
Volkswagen,Nivus,29301.587837267773
Honda,HR-V,18800.0
Volkswagen,Taos,36278.9598906569
BMW,X6,72900.0
Citroën,C3 Aircross,25732.750620117105
Citroën,C3 Aircross,25226.532575131194
Jeep,Compass,35435.26314901372
Honda,CR-V,13920.996237112533
Ford,Ecosport,17633.261900342543
BMW,X1,46000.0
BMW,X2,60000.0
Ford,Territory,36200.0
Honda,CR-V,8000.0
Jeep,Compass,26800.0
Jeep,Renegade,21809.5607714763
Peugeot,2008,14258.474933769807
Toyota,RAV4,36000.0
Chery,Tiggo,8858.81578725343
Peugeot,2008,23623.508766009145
Toyota,RAV4,20248.72179943641
Jeep,Wrangler,28500.0
Renault,Captur,17717.63157450686
Chevrolet,Tracker,13499.147866290941
Volkswagen,Tiguan Allspace,47247.01753201829
Peugeot,2008,18139.47994532845
Volvo,XC60,49000.0
Dodge,Journey,16000.0
Audi,Q5,81000.0
Honda,HR-V,21900.0
Hyundai,Tucson,10500.0
Jeep,Compass,33747.869665727354
Renault,Koleos,24889.053878473922
Volkswagen,Nivus,26154.5989909387
Citroën,C3 Aircross,24045.35713683074
BMW,X2,42900.0
Honda,HR-V,39569.37718306532
Renault,Duster,13077.29949546935
Hyundai,Tucson,9300.0
Hyundai,Creta,23900.0
Peugeot,2008,13499.147866290941
Toyota,SW4,38500.0
Jeep,Compass,47581.121441708994
BMW,X4,44900.0
Toyota,SW4,56000.0
Volkswagen,T-Cross,26998.295732581882
Citroën,C3 Aircross,24551.575181816646
Jeep,Renegade,27504.51377756779
Audi,Q5,30000.0
Ford,Kuga,20800.0
Ford,Territory,34700.0
Fiat,Pulse,25226.532575131194
Ford,Ecosport,19405.025057793227
KAIYI,X3,28263.840845046656
Audi,Q5,63000.0
Peugeot,2008,28854.428564196885
Renault,Koleos,14342.844607934125
Ford,Ecosport,11700.0
Volkswagen,Taos,32060.476182440983
Nissan,Kicks,26070.23016047112
Volkswagen,Taos,32651.063901591213
Nissan,Kicks,28000.0
Hyundai,Creta,23500.0
Peugeot,2008,14764.692135058975
Dodge,Journey,22000.0
Volkswagen,Taos,27841.991630528322
Toyota,Corolla Cross,32060.476182440983
Jeep,Grand Cherokee,12900.0
Peugeot,2008,25564.01127178847
Nissan,Kicks,24889.053878473922
Mercedes-Benz,Clase GLC,34500.0
Hyundai,Creta,31000.0
Renault,Duster,17200.0
Kia,Sorento,17000.0
Honda,CR-V,11000.0
Jeep,Cherokee,13500.0
Renault,Duster Oroch,20000.0
Fiat,Pulse,22526.703001873007
Chevrolet,Tracker,29149.722423772
Honda,HR-V,20670.570170258
Jeep,Compass,37712.40065470867
Ford,Ecosport,15608.3897203989
Fiat,Pulse,22341.781550039654
Chevrolet,Tracker,19500.0
Peugeot,2008,15608.3897203989
Renault,Duster,18139.47994532845
Jeep,Compass,26576.44736176029
Ford,Ecosport,14764.692978755716
Chery,Tiggo,11500.0
Toyota,SW4,28700.0
Toyota,Hilux SW4,37881.98369977895
Volkswagen,T-Cross,93744.08231105411
Mercedes-Benz,Clase GLC,55000.0
Nissan,Kicks,25310.902249295512
Nissan,Kicks,29775.433238276833
Ford,Ecosport,4471.592730708874
Ford,Kuga,16873.934832863677
Chevrolet,Tracker,20500.0
Peugeot,2008,29107.53758668984
Toyota,Hilux SW4,57371.3784317365
Honda,HR-V,39500.0
Ford,Ecosport,7171.422303967062
Citroën,C3 Aircross,22972.765469179758
Suzuki,Grand Vitara,10000.0
Audi,Q5,32900.0
Ford,Ecosport,15102.17167541299
Peugeot,208,39500.0
Renault,Duster,14342.844607934125
Peugeot,2008,15900.0
Ford,Ecosport,11389.90601218298
Nissan,Kicks,18139.47994532845
Renault,Duster Oroch,15608.3897203989
Volkswagen,Nivus,23960.98746266642
Renault,Duster,16452.086462042083
Jeep,Compass,37873.54673236252
Ford,Ecosport,14511.58395626276
Nissan,Kicks,29000.0
Citroën,C3 Aircross,25820.832559944654
Honda,CR-V,59875.0
Jeep,Grand Cherokee,39800.0
Honda,HR-V,28500.0
Volkswagen,T-Cross,25310.902249295512
Peugeot,2008,26989.85876516545
Dodge,Journey,13500.0
Toyota,RAV4,32000.0
Jeep,Renegade,32819.80324991985
Chevrolet,Tracker,16000.0
Ford,Territory,41256.77066635169
BAIC,X55,37900.0
Renault,Duster,28263.840845046656
Nissan,Kicks,34169.71803654894
Volkswagen,Tiguan,20000.0
Volkswagen,Nivus,23201.660395187555
Volkswagen,Taos,36194.59021649259
Ford,Ecosport,11643.015034675936
Kia,Soul,10900.0
Volvo,XC60,34500.0
Fiat,500X,17717.63157450686
Renault,Duster,16789.56515869936
Chery,Tiggo 3,14890.0
BMW,X1,49800.0
Audi,Q5,84001.0
Chery,Tiggo,9800.0
Citroën,C4 Cactus,12824.190472976394
Ford,Ecosport,9408.906062804786
Chevrolet,Tracker,12571.081450483438
Fiat,Pulse,28601.31954170393
Toyota,Corolla Cross,32052.039215024553
Jeep,Grand Cherokee,29000.0
Ford,Ecosport,16800.0
Ford,Territory,38000.0
BMW,X2,44500.0
Chevrolet,Blazer,10622.141977287683
Ford,Ecosport,20079.982451107775
Volkswagen,T-Cross,24382.83583348801
Renault,Duster,14258.474933769807
Ford,Bronco Sport,47921.97492533284
Ford,Ecosport,8858.81578725343
Citroën,C3 Aircross,26154.5989909387
Jeep,Renegade,21514.266911901188
Chevrolet,Tracker,17500.0
Toyota,Corolla Cross,44500.0
Volkswagen,Taos,31216.781128191284
Volkswagen,Nivus,30288.7130249903
BMW,X6,130000.0
Nissan,Kicks,24889.053878473922
Ford,Territory,39317.111857314005
Toyota,Corolla Cross,33800.0
Nissan,Kicks,21514.266911901188
Volkswagen,Nivus,24500.0
Renault,Duster Oroch,15945.868417056174
BMW,X6,48000.0
Audi,Q7,159000.0
Jeep,Compass,41256.77066635169
Jeep,Compass,37797.61402561463
Ford,Ecosport,8436.966572735097
Renault,Duster,15500.0
Volkswagen,T-Cross,26079.425611258288
Renault,Captur,19320.65538362891
Volkswagen,T-Cross,23454.76941768051
Jeep,Compass,24500.0
Hyundai,Tucson,23032.92104685892
Volkswagen,T-Cross,24467.20550765233
Nissan,X-Trail,13077.29949546935
Renault,Duster,13920.996237112533
Renault,Duster,16030.238091220492
Toyota,Land Cruiser,21900.0
Ford,Ecosport,10124.360899718205
Peugeot,3008,33000.0
Hyundai,Tucson,17000.0
Renault,Duster Oroch,14174.105259605487
Nissan,Kicks,25732.750620117105
Citroën,C3 Aircross,24467.20550765233
Renault,Duster Oroch,16030.238091220492
Audi,Q3,20500.0
Renault,Duster,12500.0
Kia,Sorento,24045.35713683074
Jeep,Compass,26998.295732581882
Audi,Q3 Sportback,61000.0
Hyundai,Tucson,57999.0
Citroën,C4 Cactus,22000.0
Nissan,Kicks,29014.73094510909
Nissan,Kicks,22000.0
Renault,Duster,12064.863405497528
Jeep,Renegade,32052.039215024553
Renault,Duster,14000.0
Chevrolet,Tracker,20248.72179943641
Chevrolet,Tracker,26070.58366940587
Renault,Duster,12571.081450483438
Citroën,C3 Aircross,24467.121137978167
Audi,Q3,17717.63157450686
Volkswagen,Taos,32904.17292408417
Chevrolet,Trailblazer,48841.60437372391
Jeep,Grand Cherokee,17000.0
Renault,Duster,12300.0
Renault,Duster,26137.64068643167
Volkswagen,Nivus,20417.461147765047
Nissan,Kicks,26500.0
Ford,Territory,41847.35838550192
Volkswagen,Nivus,25732.750620117105
Audi,Q7,27900.0
Peugeot,2008,16705.195484535037
Volkswagen,T-Cross,25142.162900966876
Volkswagen,Taos,38894.41978975077
Suzuki,Jimny,13000.0
Volkswagen,T-Cross,20670.570170258
Jeep,Wrangler,140000.0
Jeep,Grand Cherokee,9000.0
Volkswagen,Nivus,22771.37505694953
Honda,HR-V,17717.63157450686
Audi,Q8,160000.0
Jeep,Compass,37038.286958135766
Volkswagen,T-Cross,23201.660395187555
Jeep,Compass,30500.0
Honda,CR-V,23615.071798592715
Jeep,Renegade,18561.328316150044
Citroën,C4 Cactus,20670.570170258
Honda,HR-V,16873.934832863677
Peugeot,2008,23319.7779390176
Land Rover,Range Rover Sport,52000.0
Renault,Duster,11811.754383004572
Renault,Captur,16283.347113713447
BMW,X3,34999.0
Jeep,Grand Cherokee,40500.0
Fiat,Pulse,28685.68921586825
Renault,Captur,17717.63157450686
Toyota,Corolla Cross,39569.37718306532
Jeep,Commander,42606.68545298078
Chevrolet,Tracker,15300.0
BMW,X3,99990.0
Volkswagen,T-Cross,21514.266911901188
Ford,Kuga,41900.0
Peugeot,2008,27335.774429239154
Citroën,C4 Cactus,24467.20550765233
Jeep,Grand Cherokee,55000.0
Ford,Ecosport,19405.025057793227
Audi,Q5,18476.958641985726
Renault,Duster,14500.0
Renault,Duster,10546.209270539797
Honda,CR-V,8858.81578725343
Mercedes-Benz,Clase GLC,45000.0
Chevrolet,Tracker,29445.016283347115
Volkswagen,Tiguan,16873.934832863677
Jeep,Renegade,18500.0
Renault,Captur,18392.588967821408
Ford,Ecosport,20248.72179943641
Volkswagen,Nivus,25057.793226802558
Peugeot,2008,15900.0
Renault,Duster,27167.03508091052
Chevrolet,Tracker,27715.437962978587
Honda,CR-V,18476.958641985726
Toyota,Corolla Cross,33000.0
Jeep,Compass,36700.0
Kia,Sorento,6749.573933145471
Volkswagen,Taos,38388.20174476486
Ford,Ecosport,12570.237753741796
Chevrolet,Tracker,13000.0
Chevrolet,Tracker,16620.82581037072
Renault,Duster,28263.840845046656
Volkswagen,T-Cross,24298.381789649527
Jeep,Compass,26700.0
Honda,CR-V,6749.573933145471
Jeep,Renegade,32904.17292408417
Volkswagen,Tiguan Allspace,31000.0
Renault,Duster,12600.0
Volkswagen,Taos,37544.50500312168
Honda,HR-V,24300.0
Volkswagen,T-Cross,26492.07768759597
Ford,Territory,27841.992474225066
Renault,Duster,12655.451124647756
Toyota,Hilux SW4,43028.533823802376
Renault,Duster,12562.644483067006
Jeep,Grand Cherokee,26500.0
Jeep,Compass,39584.32748932724
Jeep,Compass,30794.931069976206
BMW,X6,38500.0
Toyota,SW4,54999.0
Volkswagen,T-Cross,32819.80324991985
Jeep,Compass,35435.26314901372
Ford,Ecosport,9500.0
Renault,Duster,11643.015034675936
Ford,Ecosport,14258.474933769807
Toyota,Corolla Cross,38388.20174476486
Jeep,Renegade,26913.92605841756
Chevrolet,Trailblazer,54755.91853264263
Peugeot,2008,18476.958641985726
Renault,Duster,26913.92605841756
Toyota,Corolla Cross,35435.26314901372
Audi,Q7,153000.0
BMW,X6,59900.0
Peugeot,2008,15800.0
Renault,Duster,12402.342102154802
Volkswagen,Tiguan Allspace,49693.73808278352
Ford,Territory,41720.803874255434
BMW,X1,17500.0
Renault,Koleos,11389.90601218298
BMW,X1,20000.0
Jeep,Compass,27841.992474225066
Chevrolet,Tracker,19500.0
Nissan,Kicks,21500.0
Ford,Ecosport,9000.0
Ford,Ecosport,19999.0
Chevrolet,Tracker,14595.953630427079
Peugeot,2008,21000.0
Chevrolet,Blazer,7000.0
Ford,Kuga,14911.0
Peugeot,2008,15945.868417056174
Hyundai,Tucson,58000.0
Jeep,Compass,39074.464674417424
Hyundai,Tucson,27500.0
Ford,Ecosport,14334.407640517693
Volkswagen,Nivus,29820.46133337833
Renault,Koleos,11811.754383004572
Jeep,Compass,32060.46774547357
Peugeot,2008,26407.895314108297
Nissan,Kicks,27420.144103403472
Chery,Tiggo,11000.0
Honda,HR-V,35235.0
Jeep,Compass,33900.0
Nissan,Kicks,29782.494980004387
Peugeot,2008,27222.465956836473
Nissan,Kicks,21514.266911901188
Peugeot,2008,26913.92605841756
Ford,Ecosport,18139.47994532845
Volkswagen,Taos,33400.0
Ford,Ecosport,14900.0
Mercedes-Benz,Clase GLC,55000.0
Jeep,Renegade,30541.822047483252
Chevrolet,Tracker,24045.356293133995
Toyota,Corolla Cross,45000.0
Renault,Duster,19500.0
Nissan,Kicks,32060.476182440983
Citroën,C4 Cactus,17900.0
Peugeot,2008,18000.0
Audi,Q5,32000.0
Fiat,Pulse,23623.508766009145
Ford,Territory,36278.9598906569
Volkswagen,T-Cross,21500.0
BMW,X2,47500.0
Toyota,SW4,57729.105850193206
Ford,Ecosport,20164.352125272093
BMW,X1,18900.0
Chery,Tiggo 3,14500.0
Audi,Q5,22000.0
Ford,Ecosport,19320.65538362891
Chevrolet,Tracker,15500.0
Volkswagen,T-Cross,25732.750620117105
BMW,X6,46000.0
Volkswagen,Nivus,22357.96365354437
Alfa Romeo,Stelvio,74000.0
Citroën,C4 Cactus,18500.0
Volkswagen,Tiguan Allspace,47247.01837571503
Hyundai,Tucson,8800.0
Ford,Ecosport,20079.982451107775
Chevrolet,Tracker,27926.362148389384
Hyundai,Creta,35000.0
Citroën,C4 Cactus,16452.086462042083
Jeep,Compass,27420.144103403472
BMW,X6,42900.0
Nissan,Kicks,20164.352125272093
Ford,Ecosport,17717.63157450686
Jeep,Wrangler,36000.0
Hyundai,Tucson,10039.991225553887
Renault,Sandero,14511.58395626276
Audi,Q5,15945.868417056174
Audi,Q2,57879.0
Hyundai,Tucson,9000.0
Chevrolet,Tracker,13499.147866290941
Toyota,Land Cruiser,37999.0
Chevrolet,Tracker,19405.025057793227
Chevrolet,Tracker,14500.0
Peugeot,2008,14174.105259605487
Chevrolet,Tracker,12571.081450483438
BMW,X6,72000.0
Jeep,Compass,38388.20174476486
Peugeot,2008,17295.783203685267
Chevrolet,Tracker,30125.03585711152
BMW,X1,29990.0
Chevrolet,Tracker,14900.0
Toyota,SW4,50000.0
Honda,HR-V,20670.570170258
Ford,Ecosport,8933.061100518029
Jeep,Compass,45000.0
Renault,Duster,9702.512528896614
Nissan,Murano,39000.0
Chery,Tiggo 2,12000.0
Renault,Duster,14000.0
BMW,X1,17295.783203685267
Peugeot,2008,13153.232202217236
Fiat,Pulse,23623.508766009145
Jeep,Compass,22395.001940502505
Porsche,Cayenne,97000.0
BMW,X1,24700.0
Peugeot,2008,14342.844607934125
Jeep,Compass,32482.324553262577
Volkswagen,Nivus,26323.338339267335
Audi,Q3,64700.0
Renault,Duster,10546.209270539797
BMW,X5,31000.0
Hyundai,Santa Fe,7593.270674788654
Jeep,Renegade,27990.0
Toyota,RAV4,12000.0
Chevrolet,Tracker,34189.12306160673
Chevrolet,Tracker,14174.105259605487
Renault,Captur,22560.450871538735
Honda,CR-V,12233.602753826164
Honda,HR-V,20500.0
BMW,X1,29000.0
Volkswagen,Tiguan Allspace,26990.0
Audi,Q3,59000.0
Dodge,Journey,14500.0
Jeep,Renegade,22357.96365354437
Dodge,Journey,15500.0
BMW,X1,43000.0
Ford,Kuga,26800.0
Toyota,Hilux SW4,37900.0
Dodge,Journey,23900.0
Toyota,Corolla Cross,42000.0
Fiat,Pulse,22779.81202436596
Jeep,Compass,33747.869665727354
BMW,X6,24000.0
Jeep,Compass,23623.508766009145
Peugeot,2008,27626.681065757723
Renault,Duster,14342.844607934125
Chevrolet,Tracker,15186.541349577308
BMW,X1,32000.0
Toyota,RAV4,16000.0
Mercedes-Benz,Clase GLK,20000.0
Ford,Territory,32904.17292408417
Jeep,Wrangler,74000.0
Hyundai,Tucson,18900.0
Jeep,Compass,29529.385957511433
Chevrolet,Tracker,13920.996237112533
BMW,X1,33500.0
Ford,Kuga,21500.0
Volkswagen,Tiguan,13077.29949546935
Renault,Duster,28601.31954170393
Renault,Duster,9702.512528896614
Chevrolet,Tracker,25239.01759951403
Chevrolet,Tracker,29782.494980004387
Honda,CR-V,11500.0
Jeep,Compass,33500.0
Peugeot,2008,18139.47994532845
Hyundai,Tucson,23623.508766009145
Chevrolet,Tracker,31880.68440679682
Nissan,Kicks,25310.902249295512
Toyota,Hilux SW4,17717.63157450686
Renault,Duster,111.0
Chevrolet,Tracker,24000.0
Citroën,C4 Cactus,19911.24310277914
Jeep,Commander,47668.86590283988
Chery,Tiggo,12317.972427990484
Jeep,Compass,39653.746857229635
Chery,Tiggo,11643.015034675936
Chevrolet,Tracker,13400.0
BMW,X6,52000.0
Toyota,Corolla Cross,31385.518789126436
Volkswagen,Taos,34507.19673320622
Peugeot,2008,15500.0
Chevrolet,Tracker,14174.105259605487
Ford,Ecosport,16452.086462042083
Ford,Ecosport,12655.451124647756
Peugeot,2008,32895.73595666773
Ford,Ecosport,23201.660395187555
Volkswagen,Nivus,20200.0
Citroën,C4 Cactus,26576.44736176029
Jeep,Renegade,25000.0
Renault,Duster,16000.0
Ford,Kuga,20000.0
Volkswagen,Taos,34169.71803654894
Ford,Ecosport,15000.0
Jeep,Commander,41762.988711337595
Chery,Tiggo,11000.0
Volkswagen,Taos,31638.627811619393
Jeep,Compass,25310.902249295512
Toyota,Hilux SW4,12000.0
Fiat,Pulse,12233.602753826164
Ford,Ecosport,14764.692978755716
Renault,Duster,12149.233079661846
Jeep,Renegade,41966.31962607361
Nissan,Kicks,26576.44736176029
Toyota,RAV4,68880.0
Jeep,Compass,23500.0
Chevrolet,Tracker,25218.095607714764
Renault,Duster,13499.147866290941
Volkswagen,Taos,29951.234328333023
Chery,Tiggo 3,15945.868417056174
Renault,Duster,10968.057641361389
Dodge,Journey,17000.0
Renault,Koleos,42100.46740799487
Kia,Sorento,14000.0
Alfa Romeo,Stelvio,86000.0
Peugeot,2008,17295.783203685267
Alfa Romeo,Stelvio,86000.0
Ford,Ecosport,18500.0
Nissan,X-Terra,13000.0
Chevrolet,Tracker,16030.238091220492
Mercedes-Benz,Clase GLC,45000.0
Kia,Sportage,57000.0
BMW,X6,44000.0
Jeep,Compass,18392.588967821408
Nissan,Kicks,21155.695796702832
Peugeot,2008,32052.039215024553
Nissan,Kicks,18983.176686971634
Peugeot,2008,26913.92605841756
Honda,HR-V,20501.830821929365
Citroën,C4 Cactus,24467.121137978167
Renault,Duster,11389.90601218298
Chevrolet,Tracker,13414.778192126621
Honda,HR-V,18500.0
Dodge,Journey,16873.934832863677
Chevrolet,Tracker,21008.048866915276
Citroën,C3 Aircross,27091.10237416263
Chery,Tiggo 3,15800.0
Peugeot,2008,14500.0
Peugeot,2008,23328.21490643403
Chevrolet,Tracker,12200.0
Honda,CR-V,13500.0
Toyota,Hilux SW4,39800.0
Audi,Q2,26000.0
Toyota,Corolla Cross,44285.641968850716
Audi,Q3,59900.0
Peugeot,2008,14400.0
Chevrolet,Tracker,25732.750620117105
Volkswagen,T-Cross,23201.660395187555
BMW,X1,85000.0
Ford,Bronco Sport,45000.0
Toyota,Hilux SW4,29951.234328333023
Chevrolet,Tracker,24298.466159323692
Ford,Ecosport,9500.0
Peugeot,2008,34414.390091625464
Peugeot,2008,37000.0
Citroën,C5 Aircross,25732.750620117105
Dodge,Journey,15186.541349577308
BAIC,X55,17900.0
Toyota,Hilux SW4,17000.0
Lexus,UX,41900.0
Ford,Bronco Sport,37990.0
Jeep,Compass,45000.0
Hyundai,Creta,29520.948990095
Jeep,Renegade,16850.0
Volkswagen,Taos,31216.7794407978
Ford,Ecosport,7171.422303967062
Chevrolet,Tracker,22526.703001873007
Dodge,Journey,10546.209270539797
Chevrolet,Tracker,23000.0
Ford,Ecosport,18500.0
Honda,HR-V,38000.0
Jeep,Renegade,24900.0
Porsche,Cayenne,43000.0
Jeep,Renegade,23000.0
Hyundai,Tucson,13800.0
Volkswagen,Taos,35013.41477819213
Renault,Duster,15186.541349577308
Citroën,C4 Cactus,16452.086462042083
Volkswagen,Taos,31469.888463290754
Hyundai,Tucson,26154.5989909387
Audi,Q5,19000.0
Chevrolet,Trailblazer,50199.95612776944
Jeep,Renegade,26576.44736176029
Porsche,Cayenne,60000.0
Renault,Duster,28272.27781246309
Dodge,Journey,24889.053878473922
Volkswagen,Taos,32895.73595666773
Renault,Duster,27841.992474225066
Nissan,Kicks,23901.928690751396
Toyota,RAV4,22000.0
Toyota,Hilux SW4,26000.0
Ford,Ecosport,17000.0
Peugeot,2008,13836.626562948213
JAC,S2,19320.65538362891
Volkswagen,Nivus,29951.238546816734
Fiat,Pulse,10124.360899718205
Chevrolet,Tracker,29107.53758668984
Chevrolet,Tracker,18308.219293657086
Chevrolet,Tracker,15945.868417056174
Toyota,Corolla Cross,40666.18294720146
Jeep,Patriot,12655.451124647756
Jeep,Compass,36900.0
Jeep,Compass,30794.931069976206
BMW,X1,33500.0
Nissan,Kicks,28390.395356293135
Volkswagen,Tiguan Allspace,34300.0
Peugeot,2008,26998.295732581882
Toyota,Corolla Cross,33739.43269831092
Jeep,Renegade,20700.0
Ford,Kuga,15000.0
Renault,Captur,22357.96365354437
Ford,Ecosport,17295.783203685267
Ford,Territory,31000.0
Chevrolet,Tracker,15017.80200124867
Ford,Kuga,25732.750620117105
Ford,Ecosport,10124.360899718205
Nissan,Kicks,31000.0
Ford,Ecosport,19200.0
Ford,Ecosport,12233.602753826164
Honda,HR-V,22000.0
Toyota,Land Cruiser,50000.0
Peugeot,2008,17000.0
Volkswagen,Nivus,23960.98746266642
Porsche,Cayenne,25000.0
Ford,Ecosport,15988.053254138333
Citroën,C4 Cactus,13077.29949546935
Toyota,SW4,54840.288206806945
Nissan,Kicks,22779.81202436596
Jeep,Commander,58122.26853179893
Mercedes-Benz,Clase GLE,79000.0
Volkswagen,Taos,39231.89848640805
Chevrolet,Tracker,17717.63157450686
GWM,H6,36500.0
Jeep,Commander,57287.00875757218
Ford,Ecosport,22771.37505694953
Volkswagen,Nivus,25099.97806388472
Peugeot,3008,39000.0
Jeep,Renegade,26576.44736176029
Hyundai,Tucson,9280.664158075022
Ford,Ecosport,12486.71177631912
Chevrolet,Tracker,17500.0
Citroën,C3 Aircross,18983.176686971634
Audi,Q8,178000.0
Chevrolet,Tracker,11474.275686347299
Peugeot,2008,14849.062652920034
Jeep,Compass,37797.61402561463
Volkswagen,T-Cross,26154.5989909387
Chevrolet,Tracker,24466.783659281507
Volkswagen,Taos,31500.0
Toyota,Hilux SW4,40500.0
Volkswagen,Taos,31385.518789126436
Nissan,Kicks,19405.025057793227
Renault,Duster,11200.0
Mitsubishi,Montero,18000.0
Honda,HR-V,38000.0
Citroën,C4 Cactus,25300.0
Honda,CR-V,25057.793226802558
BMW,X6,38000.0
Volkswagen,T-Cross,31638.627811619393
Jeep,Compass,18721.630697062246
Ford,Ecosport,11727.384708840254
Renault,Koleos,11389.90601218298
Toyota,Corolla Cross,35000.0
Land Rover,Range Rover Sport,47000.0
Peugeot,2008,29145.889509474713
Honda,HR-V,18499.0
Nissan,Kicks,22000.0
Ford,Kuga,16500.0
Volkswagen,Tiguan Allspace,48892.2261782225
Citroën,C4 Cactus,19482.22330965358
Ford,Bronco Sport,35435.26314901372
Ford,Ecosport,9800.0
Renault,Duster,15900.0
Dodge,Journey,7000.0
Jeep,Compass,29520.948990095
Jeep,Compass,33747.869665727354
Peugeot,2008,29500.0
Jeep,Cherokee,13000.0
Chevrolet,Tracker,23201.660395187555
Jeep,Renegade,31216.7794407978
Nissan,Murano,12900.0
Volkswagen,Taos,34000.0
Peugeot,2008,29782.494980004387
Jeep,Grand Cherokee,26000.0
Ford,Ecosport,16030.238091220492
Peugeot,2008,35013.41477819213
Volkswagen,Nivus,23000.0
Volkswagen,Nivus,24467.20550765233
Chevrolet,Tracker,24045.35713683074
Volkswagen,Taos,42353.576430487825
Ford,Ecosport,18139.47994532845
Kia,Soul,11643.015034675936
Peugeot,2008,14342.844607934125
Nissan,Kicks,21935.946543374448
Hyundai,Tucson,15990.0
Audi,Q5,16000.0
Volkswagen,T-Cross,24045.35713683074
Nissan,Kicks,26998.295732581882
Jeep,Cherokee,12233.602753826164
Citroën,C4 Cactus,16200.0
Nissan,Kicks,19320.65538362891
